absolute_amount_difference,absolute_amount_difference_vs_gross,amount_difference,amount_ratio,bank_amount,bank_category,best_vs_second_best_amount_gap,best_vs_second_best_date_gap,best_vs_second_best_reference_gap,candidate_count,candidate_rank_by_amount,candidate_rank_by_date,candidate_rank_by_reference,date_difference_days,description_token_overlap,exact_amount_match,is_best_amount_candidate,is_best_date_candidate,is_best_reference_candidate,label,merchant_match,payment_count,reference_exact_match,relative_amount_difference,same_day,settlement_fee_amount,settlement_fee_tax_amount,settlement_gross_amount,settlement_net_amount,settlement_refund_amount,transaction_type_is_credit,utr_similarity,value_date_difference_days,within_1_day,within_3_days,within_7_days
62282.55000000005,28584.829999999958,62282.55000000005,1.2025536257305682,369769.27,SETTLEMENT,7784.650000000023,3.0,0.0,4,3,1,1,1,0.0,0,0,1,1,0,1,10,0,0.20255362573056832,0,4197.41,755.54,398354.1,307486.72,85914.43,1,0.5294117647058824,1,1,1,1
337876.85000000003,337411.66000000003,337876.85000000003,11.594268167796612,369769.27,SETTLEMENT,7784.650000000023,3.0,0.0,4,4,4,3,26,0.0,0,0,0,0,0,0,5,0,10.594268167796614,0,394.22,70.97,32357.61,31892.42,0.0,1,0.4117647058823529,24,0,0,0
2705.2200000000303,88162.15999999997,2705.2200000000303,1.0087978433670242,310191.94,SETTLEMENT,2997.3099999999977,0.0,0.4571428571428572,6,1,3,1,2,0.0,0,1,0,1,1,1,10,0,0.00879784336702421,0,4197.41,755.54,398354.1,307486.72,85914.43,1,0.9714285714285714,0,0,1,1
5702.530000000028,447.29999999998836,5702.530000000028,1.0187281718599015,310191.94,SETTLEMENT,2997.3099999999977,0.0,0.4571428571428572,6,2,5,4,18,0.0,0,0,0,0,0,1,12,0,0.018728171859901558,0,4453.58,801.65,309744.64,304489.41,0.0,1,0.45714285714285713,20,0,0,0
17105.929999999993,11719.210000000021,17105.929999999993,1.0583648806710357,310191.94,SETTLEMENT,2997.3099999999977,0.0,0.4571428571428572,6,3,4,6,2,0.0,0,0,0,0,0,1,6,0,0.058364880671035756,0,4565.01,821.71,298472.73,293086.01,0.0,1,0.34285714285714286,4,0,1,1
21964.76000000001,19336.440000000002,21964.76000000001,1.07620641467609,310191.94,SETTLEMENT,2997.3099999999977,0.0,0.4571428571428572,6,4,2,3,1,0.0,0,0,0,0,0,1,7,0,0.07620641467608992,0,2227.39,400.93,290855.5,288227.18,0.0,1,0.45714285714285713,3,1,1,1
44025.69,101862.59999999998,-44025.69,0.875710054296281,310191.94,SETTLEMENT,2997.3099999999977,0.0,0.4571428571428572,6,5,1,5,1,0.0,0,0,1,0,0,1,9,0,0.12428994570371893,0,2078.33,374.1,412054.54,354217.63,55384.48,1,0.4,3,1,1,1
202266.26,170935.47,202266.26,2.8741254166756236,310191.94,SETTLEMENT,2997.3099999999977,0.0,0.4571428571428572,6,6,6,2,24,0.0,0,0,0,0,0,0,11,0,1.8741254166756236,0,1081.98,194.77,139256.47,107925.68,30054.04,1,0.5142857142857142,26,0,0,0
3005.4899999999907,37561.90000000002,3005.4899999999907,1.0129961340966809,234265.8,SETTLEMENT,6024.2300000000105,1.0,0.47058823529411764,6,1,1,1,0,0.2,0,1,1,1,1,1,6,0,0.012996134096680882,1,3357.02,604.26,271827.7,231260.31,36606.11,1,0.9411764705882353,0,1,1,1
9029.720000000001,4485.25,9029.720000000001,1.0400900246532438,234265.8,SETTLEMENT,6024.2300000000105,1.0,0.47058823529411764,6,2,5,3,10,0.2,0,0,0,0,0,1,10,0,0.04009002465324384,0,2129.37,383.28,238751.05,225236.08,11002.32,1,0.47058823529411764,10,0,0,0
11681.399999999994,7821.799999999988,11681.399999999994,1.052480766846194,234265.8,SETTLEMENT,6024.2300000000105,1.0,0.47058823529411764,6,3,4,2,7,0.2,0,0,0,0,0,1,5,0,0.05248076684619405,0,3270.85,588.75,226444.0,222584.4,0.0,1,0.47058823529411764,7,0,0,1
39547.42999999999,85179.15000000002,39547.42999999999,1.2031006627674625,234265.8,SETTLEMENT,6024.2300000000105,1.0,0.47058823529411764,6,4,2,4,1,0.2,0,0,0,0,0,1,7,0,0.20310066276746253,0,3156.24,568.12,319444.95,194718.37,121002.22,1,0.35294117647058826,1,1,1,1
73220.91999999998,164088.3,-73220.91999999998,0.7618729029988678,234265.8,SETTLEMENT,6024.2300000000105,1.0,0.47058823529411764,6,5,3,6,1,0.2,0,0,0,0,0,1,10,0,0.23812709700113224,0,4197.41,755.54,398354.1,307486.72,85914.43,1,0.29411764705882354,1,1,1,1
115324.81,205269.51,-115324.81,0.6701146807118189,234265.8,SETTLEMENT,6024.2300000000105,1.0,0.47058823529411764,6,6,6,5,23,0.2,0,0,0,0,0,0,7,0,0.3298853192881811,0,1817.32,327.12,439535.31,349590.61,87800.26,1,0.35294117647058826,23,0,0,0
9721.48000000004,83870.35000000003,-9721.48000000004,0.9754315106491724,385967.48,SETTLEMENT,1290.2600000000675,0.0,0.4117647058823529,6,2,3,1,1,0.0,0,0,0,1,1,1,12,1,0.024568489350827578,0,3552.23,639.4,469837.83,395688.96,69957.24,1,1.0,1,1,1,1
8431.219999999972,26600.170000000042,8431.219999999972,1.0223322125403265,385967.48,SETTLEMENT,1290.2600000000675,0.0,0.4117647058823529,6,1,5,5,17,0.0,0,1,0,0,0,1,15,0,0.022332212540326517,0,4183.03,752.94,412567.65,377536.26,30095.42,1,0.5294117647058824,15,0,0,0
16198.209999999963,62457.65000000002,16198.209999999963,1.0438062632949459,385967.48,SETTLEMENT,1290.2600000000675,0.0,0.4117647058823529,6,3,4,6,4,0.0,0,0,0,0,0,1,10,0,0.04380626329494596,0,2055.21,369.93,448425.13,369769.27,76230.72,1,0.4117647058823529,6,0,0,1
31749.849999999977,26087.059999999998,31749.849999999977,1.0896337373156721,385967.48,SETTLEMENT,1290.2600000000675,0.0,0.4117647058823529,6,4,1,2,0,0.0,0,0,1,0,0,1,9,0,0.08963373731567222,1,2078.33,374.1,412054.54,354217.63,55384.48,1,0.5882352941176471,2,1,1,1
97740.29999999999,95111.97999999998,97740.29999999999,1.3391085462516061,385967.48,SETTLEMENT,1290.2600000000675,0.0,0.4117647058823529,6,6,2,4,0,0.0,0,0,0,0,0,1,7,0,0.3391085462516061,1,2227.39,400.93,290855.5,288227.18,0.0,1,0.5294117647058824,2,1,1,1
64112.44,48689.590000000026,64112.44,1.1991966321235796,385967.48,SETTLEMENT,1290.2600000000675,0.0,0.4117647058823529,6,5,6,3,21,0.0,0,0,0,0,0,0,9,0,0.19919663212357963,0,7490.99,1348.38,434657.07,321855.04,103962.66,1,0.5882352941176471,19,0,0,0
0.0,57836.909999999974,0.0,1.0,354217.63,SETTLEMENT,1441.429999999993,1.0,0.4242424242424243,6,1,3,1,2,0.2,1,1,0,1,1,1,9,0,0.0,0,2078.33,374.1,412054.54,354217.63,55384.48,1,0.9696969696969697,0,0,1,1
1441.429999999993,3474.7600000000093,1441.429999999993,1.0040859615813085,354217.63,SETTLEMENT,1441.429999999993,1.0,0.4242424242424243,6,2,4,2,6,0.2,0,0,0,0,0,1,7,0,0.00408596158130847,0,4166.27,749.92,357692.39,352776.2,0.0,1,0.5454545454545454,4,0,0,1
4125.049999999988,40140.71999999997,4125.049999999988,1.011782740439686,354217.63,SETTLEMENT,1441.429999999993,1.0,0.4242424242424243,6,3,6,6,17,0.2,0,0,0,0,0,1,8,0,0.011782740439685949,0,6088.71,1095.98,394358.35,350092.58,37081.08,1,0.42424242424242425,15,0,0,0
46730.91000000003,44136.46999999997,46730.91000000003,1.1519770024539597,354217.63,SETTLEMENT,1441.429999999993,1.0,0.4242424242424243,6,5,1,4,1,0.2,0,0,1,0,0,1,10,0,0.15197700245395976,0,4197.41,755.54,398354.1,307486.72,85914.43,1,0.48484848484848486,3,1,1,1
15551.640000000014,94207.5,-15551.640000000014,0.957942313594637,354217.63,SETTLEMENT,1441.429999999993,1.0,0.4242424242424243,6,4,2,3,2,0.2,0,0,0,0,0,1,10,0,0.04205768640536303,0,2055.21,369.93,448425.13,369769.27,76230.72,1,0.48484848484848486,4,0,1,1
47247.340000000026,43578.73999999999,47247.340000000026,1.1539150254573498,354217.63,SETTLEMENT,1441.429999999993,1.0,0.4242424242424243,6,6,5,5,12,0.2,0,0,0,0,0,0,5,0,0.15391502545734972,0,3108.99,559.61,310638.89,306970.29,0.0,1,0.48484848484848486,10,0,0,0
0.0,93576.16,0.0,1.0,62303.13,SETTLEMENT,45208.950000000004,1.0,0.3529411764705882,3,1,2,1,2,0.0,1,1,0,1,1,1,5,0,0.0,0,185.53,33.4,155879.29,62303.13,93357.23,1,0.9411764705882353,1,0,1,1
45208.950000000004,84968.47999999998,-45208.950000000004,0.5794988804978938,62303.13,SETTLEMENT,45208.950000000004,1.0,0.3529411764705882,3,2,1,3,1,0.0,0,0,1,0,0,1,5,0,0.4205011195021062,0,2073.66,373.27,147271.61,107512.08,37312.6,1,0.47058823529411764,0,1,1,1
148740.9,163987.96,-148740.9,0.2952138944655293,62303.13,SETTLEMENT,45208.950000000004,1.0,0.3529411764705882,3,3,3,2,12,0.0,0,0,0,0,0,0,12,0,0.7047861055344706,0,1856.58,334.19,226291.09,211044.03,13056.29,1,0.5882352941176471,13,0,0,0
1596.4099999999744,3319.780000000028,1596.4099999999744,1.004525276931947,354372.61,SETTLEMENT,1441.429999999993,2.0,0.47058823529411764,6,2,1,1,0,0.0,0,0,1,1,1,1,7,1,0.0045252769319471505,1,4166.27,749.92,357692.39,352776.2,0.0,1,1.0,0,1,1,1
154.97999999998137,57681.92999999999,154.97999999998137,1.0004375276295536,354372.61,SETTLEMENT,1441.429999999993,2.0,0.47058823529411764,6,1,4,2,4,0.0,0,1,0,0,0,1,9,0,0.0004375276295535639,0,2078.33,374.1,412054.54,354217.63,55384.48,1,0.5294117647058824,4,0,0,1
4280.02999999997,39985.73999999999,4280.02999999997,1.0122254233437338,354372.61,SETTLEMENT,1441.429999999993,2.0,0.47058823529411764,6,3,6,6,11,0.0,0,0,0,0,0,1,8,0,0.012225423343733733,0,6088.71,1095.98,394358.35,350092.58,37081.08,1,0.35294117647058826,11,0,0,0
163397.95,184001.75,-163397.95,0.6844201609299686,354372.61,SETTLEMENT,1441.429999999993,2.0,0.47058823529411764,6,6,2,5,2,0.0,0,0,0,0,0,1,15,0,0.31557983907003134,0,7821.94,1407.97,538374.36,517770.56,11373.89,1,0.4117647058823529,2,0,1,1
41316.350000000035,115465.22000000003,-41316.350000000035,0.8955837686247298,354372.61,SETTLEMENT,1441.429999999993,2.0,0.47058823529411764,6,4,3,4,3,0.0,0,0,0,0,0,1,12,0,0.10441623137527019,0,3552.23,639.4,469837.83,395688.96,69957.24,1,0.4117647058823529,3,0,1,1
115385.81,97446.60999999999,115385.81,1.4828124816935495,354372.61,SETTLEMENT,1441.429999999993,2.0,0.47058823529411764,6,5,5,3,4,0.0,0,0,0,0,0,0,12,0,0.4828124816935496,0,800.71,144.13,256926.0,238986.8,16994.36,1,0.47058823529411764,4,0,0,1
0.0,39759.529999999984,0.0,1.0,107512.08,SETTLEMENT,26465.89,1.0,0.375,5,1,2,1,1,0.0,1,1,0,1,1,1,5,0,0.0,0,2073.66,373.27,147271.61,107512.08,37312.6,1,0.9375,1,1,1,1
35301.71999999999,52644.46999999999,-35301.71999999999,0.7528129634531118,107512.08,SETTLEMENT,26465.89,1.0,0.375,5,3,1,2,0,0.0,0,0,1,0,0,1,5,0,0.24718703654688826,1,1680.94,302.57,160156.55,142813.8,15359.24,1,0.5625,0,1,1,1
52309.68999999999,54198.31000000001,-52309.68999999999,0.6726998455842406,107512.08,SETTLEMENT,26465.89,1.0,0.375,5,4,3,5,6,0.0,0,0,0,0,0,1,6,0,0.32730015441575944,0,1600.52,288.1,161710.39,159821.77,0.0,1,0.4375,6,0,0,1
26465.89,206586.97999999998,-26465.89,0.802460882188318,107512.08,SETTLEMENT,26465.89,1.0,0.375,5,2,4,3,17,0.0,0,0,0,0,0,1,7,0,0.197539117811682,0,2568.15,462.26,314099.06,133977.97,177090.68,1,0.5,17,0,0,0
68082.68999999999,69610.40000000001,-68082.68999999999,0.6122738165834894,107512.08,SETTLEMENT,26465.89,1.0,0.375,5,5,5,4,18,0.0,0,0,0,0,0,0,7,0,0.3877261834165106,0,1294.67,233.04,177122.48,175594.77,0.0,1,0.5,18,0,0,0
2651.679999999993,16166.649999999994,-2651.679999999993,0.9882271081968751,222584.4,SETTLEMENT,3980.350000000006,3.0,0.05882352941176472,5,1,4,3,4,0.2,0,1,0,0,0,1,10,0,0.01177289180312494,0,2129.37,383.28,238751.05,225236.08,11002.32,1,0.47058823529411764,2,0,0,1
6632.029999999999,3301.459999999992,6632.029999999999,1.0307106145674623,222584.4,SETTLEMENT,3980.350000000006,3.0,0.05882352941176472,5,2,5,1,7,0.2,0,0,0,1,0,1,8,0,0.030710614567462255,0,2822.52,508.05,219282.94,215952.37,0.0,1,0.5294117647058824,5,0,0,1
130191.80000000002,135107.99000000002,-130191.80000000002,0.6309507274016785,222584.4,SETTLEMENT,3980.350000000006,3.0,0.05882352941176472,5,4,1,2,0,0.2,0,0,1,0,0,1,7,0,0.3690492725983216,1,4166.27,749.92,357692.39,352776.2,0.0,1,0.47058823529411764,2,1,1,1
70501.61000000002,75888.32999999999,-70501.61000000002,0.7594507837477469,222584.4,SETTLEMENT,3980.350000000006,3.0,0.05882352941176472,5,3,2,4,3,0.2,0,0,0,0,0,1,6,0,0.2405492162522531,0,4565.01,821.71,298472.73,293086.01,0.0,1,0.4117647058823529,5,0,1,1
262782.92000000004,302874.9199999999,-262782.92000000004,0.4585895894268283,222584.4,SETTLEMENT,3980.350000000006,3.0,0.05882352941176472,5,5,3,5,3,0.2,0,0,0,0,0,0,10,0,0.5414104105731717,0,2120.87,381.76,525459.32,485367.32,37589.37,1,0.35294117647058826,1,0,1,1
8835.829999999987,171285.26,8835.829999999987,1.0659498722066023,142813.8,SETTLEMENT,6185.060000000027,1.0,0.0,7,1,7,4,17,0.0,0,1,0,0,0,1,7,0,0.06594987220660223,0,2568.15,462.26,314099.06,133977.97,177090.68,1,0.5294117647058824,16,0,0,0
15020.890000000014,16940.97,-15020.890000000014,0.9048315044050201,142813.8,SETTLEMENT,6185.060000000027,1.0,0.0,7,2,6,6,15,0.0,0,0,0,0,0,1,5,0,0.09516849559497988,0,1627.18,292.9,159754.77,157834.69,0.0,1,0.4117647058823529,14,0,0,0
79770.6,83630.20000000001,-79770.6,0.6416163936017079,142813.8,SETTLEMENT,6185.060000000027,1.0,0.0,7,6,1,5,0,0.0,0,0,1,0,0,1,5,0,0.3583836063982921,1,3270.85,588.75,226444.0,222584.4,0.0,1,0.47058823529411764,1,1,1,1
35301.71999999999,4457.809999999998,35301.71999999999,1.3283511955121694,142813.8,SETTLEMENT,6185.060000000027,1.0,0.0,7,4,2,2,1,0.0,0,0,0,0,0,1,5,0,0.3283511955121693,0,2073.66,373.27,147271.61,107512.08,37312.6,1,0.5294117647058824,2,1,1,1
17007.97,18896.590000000026,-17007.97,0.8935816441026776,142813.8,SETTLEMENT,6185.060000000027,1.0,0.0,7,3,3,3,6,0.0,0,0,0,0,0,1,6,0,0.10641835589732239,0,1600.52,288.1,161710.39,159821.77,0.0,1,0.5294117647058824,5,0,0,1
51904.57000000001,176631.15000000002,-51904.57000000001,0.7334377336868627,142813.8,SETTLEMENT,6185.060000000027,1.0,0.0,7,5,4,1,8,0.0,0,0,0,1,0,1,7,0,0.26656226631313734,0,3156.24,568.12,319444.95,194718.37,121002.22,1,0.5294117647058824,9,0,0,0
125568.01999999999,120212.95999999999,125568.01999999999,8.28108673542165,142813.8,SETTLEMENT,6185.060000000027,1.0,0.0,7,7,5,7,9,0.0,0,0,0,0,0,0,5,0,7.281086735421651,0,323.48,58.23,22600.84,17245.78,4973.35,1,0.4117647058823529,8,0,0,0
18580.77999999997,115522.64999999997,-18580.77999999997,0.9653570735928432,517770.56,SETTLEMENT,392.0800000000745,1.0,0.05882352941176472,4,1,2,4,1,0.2,0,1,0,0,0,1,20,0,0.03464292640715687,0,7651.52,1377.28,633293.21,536351.34,87913.07,1,0.4117647058823529,1,1,1,1
18972.860000000044,45751.48000000004,-18972.860000000044,0.9646519001574345,517770.56,SETTLEMENT,392.0800000000745,1.0,0.05882352941176472,4,2,3,3,9,0.2,0,0,0,0,0,1,15,0,0.035348099842565456,0,5923.15,1066.16,563522.04,536743.42,19789.31,1,0.47058823529411764,11,0,0,0
95031.97999999998,8068.76999999996,95031.97999999998,1.224800821349213,517770.56,SETTLEMENT,392.0800000000745,1.0,0.05882352941176472,4,3,1,2,0,0.2,0,0,1,0,0,1,12,0,0.22480082134921298,1,4877.61,877.98,525839.33,422738.58,97345.16,1,0.47058823529411764,2,1,1,1
386126.25,385073.31,386126.25,3.9331024637525163,517770.56,SETTLEMENT,392.0800000000745,1.0,0.05882352941176472,4,4,4,1,12,0.2,0,0,0,1,0,0,6,0,2.9331024637525163,0,892.32,160.62,132697.25,131644.31,0.0,1,0.5294117647058824,14,0,0,0
5675.150000000023,102617.02000000002,-5675.150000000023,0.9894189692897942,530676.19,SETTLEMENT,392.0800000000745,1.0,0.4,6,1,4,1,5,0.0,0,1,0,1,1,1,20,0,0.010581030710205783,0,7651.52,1377.28,633293.21,536351.34,87913.07,1,0.9142857142857143,2,0,0,1
6067.230000000098,32845.85000000009,-6067.230000000098,0.9886962191357649,530676.19,SETTLEMENT,392.0800000000745,1.0,0.4,6,2,5,3,5,0.0,0,0,0,0,0,1,15,0,0.011303780864235089,0,5923.15,1066.16,563522.04,536743.42,19789.31,1,0.5142857142857142,8,0,0,1
12905.629999999946,7698.170000000042,12905.629999999946,1.0249253839383992,530676.19,SETTLEMENT,392.0800000000745,1.0,0.4,6,3,6,5,7,0.0,0,0,0,0,0,1,15,0,0.024925383938399177,0,7821.94,1407.97,538374.36,517770.56,11373.89,1,0.45714285714285713,4,0,0,1
112443.03999999992,102745.42999999993,112443.03999999992,1.2688525287868737,530676.19,SETTLEMENT,392.0800000000745,1.0,0.4,6,5,2,6,1,0.0,0,0,0,0,0,1,12,0,0.2688525287868738,0,4072.51,733.06,427930.76,418233.15,4892.04,1,0.4,2,1,1,1
92231.17999999993,84652.04999999993,92231.17999999993,1.2103597438593268,530676.19,SETTLEMENT,392.0800000000745,1.0,0.4,6,4,3,2,2,0.0,0,0,0,0,0,1,15,0,0.2103597438593267,0,6422.98,1156.15,446024.14,438445.01,0.0,1,0.5142857142857142,5,0,1,1
376829.1,341279.1699999999,376829.1,3.4493742455577157,530676.19,SETTLEMENT,392.0800000000745,1.0,0.4,6,6,1,4,0,0.0,0,0,1,0,0,0,9,0,2.4493742455577157,1,1874.06,337.33,189397.02,153847.09,33338.54,1,0.5142857142857142,3,1,1,1
7381.72000000003,110482.46999999997,-7381.72000000003,0.9825383337380751,415356.86,SETTLEMENT,671.7199999999721,1.0,0.4242424242424243,7,3,2,1,1,0.0,0,0,0,1,1,1,12,0,0.017461666261924875,0,4877.61,877.98,525839.33,422738.58,97345.16,1,0.9696969696969697,1,1,1,1
2876.2900000000373,12573.900000000023,-2876.2900000000373,0.993122759398675,415356.86,SETTLEMENT,671.7199999999721,1.0,0.4242424242424243,7,1,5,7,4,0.0,0,1,0,0,0,1,12,0,0.006877240601324971,0,4072.51,733.06,427930.76,418233.15,4892.04,1,0.48484848484848486,2,0,0,1
3548.0100000000093,95991.25,-3548.0100000000093,0.991530272732327,415356.86,SETTLEMENT,671.7199999999721,1.0,0.4242424242424243,7,2,7,3,18,0.0,0,0,0,0,0,1,12,0,0.008469727267672991,0,6975.43,1255.58,511348.11,418904.87,84212.23,1,0.5454545454545454,16,0,0,0
120994.47999999998,217936.34999999998,-120994.47999999998,0.7744118994836482,415356.86,SETTLEMENT,671.7199999999721,1.0,0.4242424242424243,7,7,1,6,0,0.0,0,0,1,0,0,1,20,0,0.2255881005163518,1,7651.52,1377.28,633293.21,536351.34,87913.07,1,0.48484848484848486,2,1,1,1
102413.70000000001,123017.5,-102413.70000000001,0.8022025431496144,415356.86,SETTLEMENT,671.7199999999721,1.0,0.4242424242424243,7,6,3,5,2,0.0,0,0,0,0,0,1,15,0,0.19779745685038563,0,7821.94,1407.97,538374.36,517770.56,11373.89,1,0.48484848484848486,4,0,1,1
10175.98999999999,33572.92000000004,10175.98999999999,1.0251146852021913,415356.86,SETTLEMENT,671.7199999999721,1.0,0.4242424242424243,7,4,4,2,3,0.0,0,0,0,0,0,1,12,0,0.025114685202191286,0,4299.75,773.95,448929.78,405180.87,38675.21,1,0.5454545454545454,1,0,1,1
93501.82,19300.21000000002,93501.82,1.2905091062112932,415356.86,SETTLEMENT,671.7199999999721,1.0,0.4242424242424243,7,5,6,4,13,0.0,0,0,0,0,0,0,9,0,0.29050910621129317,0,7490.99,1348.38,434657.07,321855.04,103962.66,1,0.5454545454545454,11,0,0,0
1286.0299999999988,12228.940000000002,1286.0299999999988,1.005709698019962,226522.11,SETTLEMENT,2651.679999999993,1.0,0.47058823529411764,6,1,1,1,0,0.0,0,1,1,1,1,1,10,1,0.0057096980199619835,1,2129.37,383.28,238751.05,225236.08,11002.32,1,1.0,0,1,1,1
3937.709999999992,78.10999999998603,3937.709999999992,1.0176908624324077,226522.11,SETTLEMENT,2651.679999999993,1.0,0.47058823529411764,6,2,3,3,3,0.0,0,0,0,0,0,1,5,0,0.017690862432407625,0,3270.85,588.75,226444.0,222584.4,0.0,1,0.5294117647058824,3,0,1,1
4738.200000000012,45305.590000000026,-4738.200000000012,0.9795113999458013,226522.11,SETTLEMENT,2651.679999999993,1.0,0.47058823529411764,6,3,6,2,10,0.0,0,0,0,0,0,1,6,0,0.020488600054198714,0,3357.02,604.26,271827.7,231260.31,36606.11,1,0.5294117647058824,10,0,0,0
196216.47000000003,299317.22,-196216.47000000003,0.53584442186469,226522.11,SETTLEMENT,2651.679999999993,1.0,0.47058823529411764,6,6,2,4,1,0.0,0,0,0,0,0,1,12,0,0.46415557813531005,0,4877.61,877.98,525839.33,422738.58,97345.16,1,0.4117647058823529,1,1,1,1
10569.73999999999,7239.169999999984,10569.73999999999,1.0489447742573976,226522.11,SETTLEMENT,2651.679999999993,1.0,0.47058823529411764,6,4,4,5,3,0.0,0,0,0,0,0,1,8,0,0.04894477425739755,0,2822.52,508.05,219282.94,215952.37,0.0,1,0.35294117647058826,3,0,1,1
114735.51999999999,111889.29999999999,114735.51999999999,2.0263799978154804,226522.11,SETTLEMENT,2651.679999999993,1.0,0.47058823529411764,6,5,5,6,9,0.0,0,0,0,0,0,0,7,0,1.0263799978154804,0,878.17,158.08,114632.81,111786.59,1809.97,1,0.35294117647058826,9,0,0,0
1256.8399999999965,2073.7300000000105,1256.8399999999965,1.0058199870647402,217209.21,SETTLEMENT,4118.350000000006,1.0,0.4571428571428572,6,1,2,1,1,0.0,0,1,0,1,1,1,8,0,0.005819987064740232,0,2822.52,508.05,219282.94,215952.37,0.0,1,0.9714285714285714,2,1,1,1
5375.190000000002,9234.790000000008,-5375.190000000002,0.9758510030352532,217209.21,SETTLEMENT,4118.350000000006,1.0,0.4571428571428572,6,2,6,2,7,0.0,0,0,0,0,0,1,5,0,0.024148996964746868,0,3270.85,588.75,226444.0,222584.4,0.0,1,0.5142857142857142,8,0,0,1
8026.869999999995,21541.839999999997,-8026.869999999995,0.9643624147605482,217209.21,SETTLEMENT,4118.350000000006,1.0,0.4571428571428572,6,3,4,6,4,0.0,0,0,0,0,0,1,10,0,0.03563758523945185,0,2129.37,383.28,238751.05,225236.08,11002.32,1,0.34285714285714286,5,0,0,1
201023.94000000003,210721.55000000002,-201023.94000000003,0.5193495781001577,217209.21,SETTLEMENT,4118.350000000006,1.0,0.4571428571428572,6,6,1,4,0,0.0,0,0,1,0,0,1,12,0,0.48065042189984225,1,4072.51,733.06,427930.76,418233.15,4892.04,1,0.45714285714285713,1,1,1,1
57387.44,55498.81999999998,57387.44,1.3590714831903064,217209.21,SETTLEMENT,4118.350000000006,1.0,0.4571428571428572,6,4,3,3,1,0.0,0,0,0,0,0,1,6,0,0.35907148319030635,0,1600.52,288.1,161710.39,159821.77,0.0,1,0.5142857142857142,2,1,1,1
