case_id,affected_entity_id,entity_type,affected_field,value_pair_present,value_exact_match,value_normalized_id_match,value_str_similarity,value_token_overlap,value_numeric_diff,value_numeric_abs_diff,value_numeric_rel_diff,value_is_numeric_pair,value_date_diff_days,value_is_date_pair,entity_amount,fee_amount_context,tax_amount_context,refund_amount_context,adjustment_amount_context,diff_to_adjustment_ratio,primary_label,fine_label
EXC_000035,ORD_000253,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,7500.91,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000036,ORD_000257,ORD,order_id,1,0,0,0.8235294117647058,0.0,,,,0,,0,5288.76,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000037,ORD_000270,ORD,order_id,1,0,0,0.8571428571428571,0.0,,,,0,,0,3815.65,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000040,ORD_000277,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1557.6,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000041,ORD_000288,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,64677.22,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000042,ORD_000291,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,22638.6,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000043,ORD_000298,ORD,order_id,1,0,1,0.631578947368421,0.0,,,,0,,0,14158.23,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000045,ORD_000305,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,5099.96,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000048,ORD_000325,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,26280.25,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000049,ORD_000334,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,2007.71,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000050,ORD_000343,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,93357.23,,,93357.23,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000052,ORD_000359,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,45467.76,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000053,ORD_000369,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,791.78,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000054,ORD_000376,ORD,order_id,1,0,0,0.8235294117647058,0.0,,,,0,,0,23311.14,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000055,ORD_000387,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,6766.36,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000056,ORD_000395,ORD,order_id,1,0,1,0.631578947368421,0.0,,,,0,,0,2158.22,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000057,ORD_000407,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,5719.93,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000059,ORD_000420,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,2411.92,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000060,ORD_000428,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,567.58,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000061,ORD_000431,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,82648.38,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000062,ORD_000436,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,108096.91,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000064,ORD_000466,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,16387.9,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000066,ORD_000482,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,17260.69,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000067,ORD_000494,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,32308.4,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000068,ORD_000500,ORD,order_id,1,0,1,0.631578947368421,0.0,,,,0,,0,5657.69,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000070,ORD_000505,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,4763.25,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000072,ORD_000509,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,38293.36,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000073,ORD_000518,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,2986.58,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000074,ORD_000519,ORD,order_id,1,0,0,0.8571428571428571,0.0,,,,0,,0,5955.87,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000075,ORD_000529,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,45586.94,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000076,ORD_000531,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,17190.59,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000077,ORD_000540,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,5074.18,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000078,ORD_000543,ORD,order_id,1,0,0,0.8571428571428571,0.0,,,,0,,0,16049.36,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000079,ORD_000544,ORD,order_id,1,0,1,0.6,1.0,,,,0,,0,4340.04,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000080,ORD_000550,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,527.82,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000081,ORD_000553,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,7464.09,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000082,ORD_000557,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,34835.19,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000083,ORD_000567,ORD,order_id,1,0,1,0.6,1.0,,,,0,,0,16915.01,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000084,ORD_000584,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,11140.38,,,11140.38,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000085,ORD_000590,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,7449.34,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000086,ORD_000599,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,26900.22,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000087,ORD_000601,ORD,order_id,1,1,1,1.0,1.0,,,,0,,0,7368.16,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000088,ORD_000609,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,46209.74,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000089,ORD_000622,ORD,order_id,1,0,0,0.8181818181818182,0.3333333333333333,,,,0,,0,16942.44,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000090,ORD_000624,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,3870.64,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000091,ORD_000634,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,6692.38,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000092,ORD_000638,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,2683.67,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000093,ORD_000644,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,55666.62,,,55666.62,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000094,ORD_000652,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,57765.25,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000095,ORD_000657,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1320.95,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000096,ORD_000659,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,12788.37,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000097,ORD_000660,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,19790.14,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000098,ORD_000664,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1876.2,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000099,ORD_000684,ORD,order_id,1,0,0,0.7777777777777778,0.3333333333333333,,,,0,,0,4512.32,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000100,ORD_000685,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,492.95,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000101,ORD_000704,ORD,order_id,1,0,0,0.8181818181818182,0.3333333333333333,,,,0,,0,10549.73,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000102,ORD_000710,ORD,order_id,1,0,1,0.6,1.0,,,,0,,0,1790.06,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000103,ORD_000716,ORD,order_id,1,0,0,0.8181818181818182,0.3333333333333333,,,,0,,0,39226.03,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000105,ORD_000721,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,9691.46,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000106,ORD_000729,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,788.36,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000109,ORD_000776,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,19606.3,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000111,ORD_000806,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,3216.15,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000112,ORD_000818,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,833.55,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000114,ORD_000852,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,2985.93,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000117,ORD_000865,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,16965.57,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000118,ORD_000869,ORD,order_id,1,0,1,0.631578947368421,0.0,,,,0,,0,19798.04,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000119,ORD_000874,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,67364.49,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000120,ORD_000879,ORD,order_id,1,0,0,0.8181818181818182,0.3333333333333333,,,,0,,0,1699.2,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000121,ORD_000883,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,5751.85,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000123,ORD_000930,ORD,order_id,1,0,0,0.8888888888888888,0.3333333333333333,,,,0,,0,1902.16,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000124,ORD_000934,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,156181.26,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000127,ORD_000957,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,64938.23,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000128,ORD_000965,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,69418.22,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000129,ORD_000967,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,9086.0,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000131,ORD_000977,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,1471.46,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000133,ORD_000983,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1568.22,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000135,ORD_000996,ORD,order_id,1,0,1,0.6,1.0,,,,0,,0,17078.14,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000136,ORD_001001,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1920.1,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000137,ORD_001008,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,6947.96,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000140,ORD_001019,ORD,order_id,1,0,1,0.6,1.0,,,,0,,0,3097.32,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000141,ORD_001025,ORD,order_id,1,0,0,0.8888888888888888,0.3333333333333333,,,,0,,0,2573.82,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000144,ORD_001030,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,105724.87,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000145,ORD_001034,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,20807.24,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000146,ORD_001035,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,23607.56,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000147,ORD_001040,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,4158.91,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000148,ORD_001047,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1924.58,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000149,ORD_001050,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,5318.86,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000151,ORD_001062,ORD,order_id,1,0,1,0.6,1.0,,,,0,,0,2652.29,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000152,ORD_001063,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,38594.14,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000154,ORD_001074,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,5869.79,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000155,ORD_001086,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1252.16,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000156,ORD_001092,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,13376.24,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000157,ORD_001094,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,27514.06,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000158,ORD_001095,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,56258.86,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000159,ORD_001102,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,10149.53,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000160,ORD_001115,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,4376.38,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000163,ORD_001138,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1279.71,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000164,ORD_001140,ORD,order_id,1,0,1,0.631578947368421,0.0,,,,0,,0,95521.0,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000166,ORD_001150,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,14096.28,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000168,ORD_001166,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,3505.37,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000172,ORD_001183,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,2301.89,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000173,ORD_001185,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,1051.38,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000176,ORD_001194,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,19682.52,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000177,ORD_001200,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,5283.27,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000178,ORD_001211,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,29190.84,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000179,ORD_001219,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,117842.94,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000181,ORD_001241,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,8026.36,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000182,ORD_001245,ORD,order_id,1,0,1,0.631578947368421,0.0,,,,0,,0,17375.98,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000183,ORD_001247,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,25361.74,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000184,ORD_001262,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,10076.14,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000185,ORD_001263,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,4759.88,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000189,ORD_001316,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,15138.22,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000190,ORD_001317,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,72439.02,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000191,ORD_001319,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,9090.72,,,5818.06,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000192,ORD_001323,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,15992.3,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000194,ORD_001356,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,19271.76,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000195,ORD_001361,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,8879.26,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000197,ORD_001374,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,24968.68,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000198,ORD_001375,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,5641.99,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000199,ORD_001380,ORD,order_id,1,0,1,0.631578947368421,0.0,,,,0,,0,7339.31,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000200,ORD_001385,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,18078.37,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000202,ORD_001392,ORD,order_id,1,0,0,0.8181818181818182,0.3333333333333333,,,,0,,0,892.32,,,892.32,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000203,ORD_001393,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,3609.8,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000204,ORD_001399,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,3084.52,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000205,ORD_001402,ORD,order_id,1,0,0,0.8181818181818182,0.3333333333333333,,,,0,,0,28697.36,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000206,ORD_001406,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,5140.08,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000207,ORD_001409,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,4596.1,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000209,ORD_001418,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,7402.14,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000211,ORD_001430,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,11158.08,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000213,ORD_001447,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,53718.32,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000214,ORD_001451,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,4048.58,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000215,ORD_001453,ORD,order_id,1,0,1,0.9473684210526315,0.0,,,,0,,0,4094.01,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000217,ORD_001478,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,83051.23,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000218,ORD_001483,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,54729.11,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000219,ORD_001490,ORD,order_id,1,0,1,0.7,1.0,,,,0,,0,40843.34,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000220,ORD_001497,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,311.52,,,90.34,,,FORMAT_MISMATCH,FORMAT_MISMATCH
EXC_000222,ORD_001506,ORD,order_id,1,0,1,0.9,1.0,,,,0,,0,2493.58,,,,,,FORMAT_MISMATCH,FORMAT_MISMATCH
